name,type,redshift,modulus
SN2017gci,SLSN-I,0.09,
SN2017ghs,Unk,0.018,34.39133201633456
SN2017gjn,Ia,0.015,33.99526611313709
SN2017gkk,IIb,0.004923,31.558769305278773
SN2017glq,Ia,0.012,33.448517016543704
SN2017glx,Ia-91T,0.011,33.36177228670824
SN2017gmr,II,,31.608222254309503
SN2017gpn,IIb,0.007,32.4402061706391
SN2017gry,II,0.019,34.529354019697514
SN2017guh,Ia,,34.03889620321891
SN2017gup,Ia,0.0235,
SN2017gxq,Ia,0.008406,32.72034022175138
SN2017hbj,II,0.017422,34.30293764702863
SN2017hcc,IIn,,
SN2017hgz,Ia,,34.13846144337223
SN2017hjw,Ia,0.016161,34.139806424777575
SN2017hjy,Ia,0.007,
SN2017hle,Ia-91bg,0.015701,34.2503366735099
SN2017hm,Ia,0.021,34.73676009237836
SN2017hoq,Ia,0.02,
SN2017hou,Ia,0.016738,34.21599080273661
SN2017hpa,Ia,0.015654,34.07059028890613
SN2017igf,Ia,,31.847625369287275
SN2017iji,Ia,,33.74793014758511
SN2017it,II,,
SN2017ivu,IIP,0.006528,32.17129164613366
SN2017iyb,Ia,0.010108,33.12055066035518
SN2017izu,Ia,0.016915,34.238805570583025
SN2017jav,Ia,0.01517,34.00243979792214
SN2017jbj,CC,0.013492,33.74793014758511
SN2017jd,Ia,0.007368,32.434316097200835
SN2017jl,Ia,0.016331,
SN2017jmk,II,0.00947,32.861291528960166
SN2017kdz,Ia,0.0164,33.78940419185045
SN2017lf,Ia,0.01464,33.925165422068524
SN2017ln,Ia,0.025,35.11797684417908
SN2017yv,Ia,0.015584,34.060851688365375
SN2018aad,II-pec,,
SN2018aad,II-pec,,
SN2018add,,,
SN2018afm,,0.016291,34.15943770416283
SN2018ahz,AGN,,
SN2018aoz,Ia,0.005801,31.64
SN2018atq,SLSN-II,,
SN2018avk,Ic,,
SN2018bbl,,,31.98002754447419
SN2018bek,II,,34.79122625946499
SN2018bgv,SLSN-I,,
SN2018bgv,SLSN-I,,
SN2018bgv,SLSN-I,,
SN2018bi,Ia,0.01668,34.20253435893547
SN2018bsk,,,32.62071796921881
SN2018bsk,,,32.62071796921881
SN2018bsz,II,,35.22715823746409
SN2018bsz,II,,35.22715823746409
SN2018bta,Ia,,34.54726009533295
SN2018bto,,,
SN2018bvt,,,
SN2018bvt,,,
SN2018bwo,LRN,,29.059921920674217
SN2018cmi,,,
SN2018cni,Ia-pec,,
SN2018co,,,
SN2018cow,Ic-BL,,33.850678880142205
SN2018cuf,II,,33.27141762068935
SN2018dfg,II,,32.981457885800914
SN2018dfy,II,,33.75222053655212
SN2018evk,II,,
SN2018evk,II,,
SN2018evt,Ia,,35.084586631735675
SN2018feb,Ia,,33.942413109326864
SN2018feb,Ia,,33.942413109326864
SN2018fek,,,
SN2018feq,Ia-91T-like,,35.58934732913292
SN2018fes,,,
SN2018fhw,Ia,,36.22824867043497
SN2018fvz,,,
SN2018fyk,TDE,,
SN2018gep,Ic-BL,,
SN2018get,II,,31.15401796134641
SN2018gj,II,0.004543,31.38422305572749
SN2018gk,II,0.031,35.554818093074935
SN2018gn,II,,35.9677485711638
SN2018gro,Ia-91bg-like,,34.79553835762435
SN2018gv,Ia,0.005274,31.707996867504704
SN2018gwo,Ic-Ca-rich,,32.546386069805806
SN2018hfm,,,32.61439372640169
SN2018hkx,Ia,,35.322549924872945
SN2018hmx,II,,35.95496377249977
SN2018hmx,II,,35.95496377249977
SN2018hna,II,,30.006023505691854
SN2018hpu,Ia,,
SN2018hpu,Ia,,
SN2018hrg,Nova,,
SN2018hso,IIn,,
SN2018hti,SLSN-I,0.06,
SN2018htr,LBV,,29.059921920674217
SN2018hxf,II,,35.453934639746336
SN2018ibb,SLSN-I,0.1586,
SN2018ilu,Ia,,
SN2018ilu,Ia,,
SN2018imf,IIP,,30.752076407847355
SN2018is,II,0.005811,31.91857827120188
SN2018isq,Ia,,32.56127197152538
SN2018ivc,II,,30.99213984128233
SN2018ivc,II,,30.99213984128233
SN2018jag,Ia-91bg-like,,36.09854100955596
SN2018jky,Ia,,33.91624155029192
SN2018jky,Ia,,33.91624155029192
SN2018jov,Ia,,
SN2018jov,Ia,,
SN2018kp,Ia,0.010142,33.12770543588743
SN2018kpo,II,,34.31330664968168
SN2018kzr,Ic,,
SN2018lab,II,,
SN2018lei,Ic,,32.19007325951175
SN2018oh,Ia,,33.30063665054482
SN2018pc,Ia,0.009,32.88857572454348
SN2018pv,Ia,0.003102,30.55575226061333
SN2018xx,Ia,0.00999,33.09532165147031
SN2018yu,Ia,0.008112,32.64315537084714
SN2018zd,II,0.002979,30.46759481228639
SN2018zr,TDE,,
SN2018zz,Ia,0.013763,33.790983636029324
SN2019abn,ILRT,,
SN2019ahd,LBV,,
SN2019arb,Ia,,33.78043224301652
SN2019ata,Ia,,
SN2019bl,,,
SN2019bm,,,34.718983455742176
SN2019cad,Ic,,35.23502147885613
SN2019cca,SLSN-I,0.4,
SN2019cqc,SLSN-II,0.118,
SN2019edo,II,,32.76215803917539
SN2019edo_dup,II,,32.76215803917539
SN2019eez_dup,,,32.90288269554115
SN2019ehk,Ib,,31.694218443043525
SN2019ehk_dup,Ib,0.0043,31.694218443043525
SN2019ein,Ia,,32.54545230397352
SN2019ein,Ia,,32.54545230397352
SN2019enr,II,,32.64315537084714
SN2019enr,II,,32.64315537084714
SN2019enz,SLSN-I,0.22,
SN2019esa,IIn,,31.948291014051406
SN2019fxy,,,
SN2019gaf,IIb,,
SN2019gbx,Ia,,33.676996349813464
SN2019gte,TDE,,
SN2019hcc,SLSN-I,,
SN2019hge,SLSN-I,,
SN2019jyw,II,,33.42684236508421
SN2019kbj,Ibn,,
SN2019kf,Ia,,34.712795941127986
SN2019lsm,Ibn,,36.197018820156
SN2019muj,Iax,,32.33372041654109
SN2019njv,IIn,,33.91624155029192
SN2019np,Ia,,31.37303399389578
SN2019nvm,II,,
SN2019nyk,II,,34.71348431406433
SN2019odf,II,,35.624467476217035
SN2019odp,Ib,,33.88219424825643
SN2019oet,LBV,,
SN2019ofc,II,,
SN2019ovr,II,,33.676996349813464
SN2019oys,Ib,,34.11546837213439
SN2019pjs,II,,32.44803483133861
SN2019rn,IIb,,33.67588675734706
SN2019rz,IIn,,34.474348283726265
SN2019tua,II,,33.187587626244124
SN2019vrq,Ia-91T-like,,33.68032172934469
SN2019vxm,II,,
SN2019wbg,LBV,,32.1922722191017
SN2019wep,II-pec,,35.09471546123305
SN2019xdf,II,,33.669217269402615
SN2019xtw,II,,34.11320098923075
SN2019yv,Galaxy,,
SN2019yvq,Ia,,32.88777812218024
SN2019yz,Ic,,32.12418140936686
SN2020aatc,Ia,,34.01434352474706
SN2020abjq,II,,34.42539192074612
SN2020abjq,II,,34.42539192074612
SN2020able,Ic,,
SN2020aboh,SN,,31.83081722265563
SN2020abtf,II,,
SN2020acat,IIb,,
SN2020acct,IIn,,
SN2020acma,Ia,,33.81609974149083
SN2020adow,Ic,,32.47425010840047
SN2020akf,Ia-91T-like,,33.574209085908954
SN2020aqe,II,,33.530742944815714
SN2020big,Ibn,,35.040338108740166
SN2020bio,SN,,32.752840218556834
SN2020bpi,Ia,,
SN2020bvc,Ic-BL,,35.107382179639686
SN2020cui,IIn,,
SN2020cwd,Ibn,,
SN2020dhj,Ia,,36.04776123349252
SN2020dpw,IIP,,31.480887464347845
SN2020dul,Ia,,33.79624016827309
SN2020ees,Ia,,35.03648614057121
SN2020ekk,II,,33.86700198192964
SN2020fxa,Ia,,37.1415740623473
SN2020hvf,Ia,,31.928527761275127
SN2020hvp,Ib,,31.69698113096009
SN2020jdo,Ia,,
SN2020jfo,II,,31.68729630645328
SN2020jgl,Ia,,32.24653472296497
SN2020kpx,Ia,,34.88988752218897
SN2020kyg,Iax,,32.80401500996982
SN2020kyx,Ia,,35.622204110982395
SN2020lil,Ia,,35.533456482043825
SN2020llx,II,,33.085875713428536
SN2020mjm,II,,31.64953061700105
SN2020mr,,,33.62706234630004
SN2020mr,,,33.62706234630004
SN2020nlb,Ia,,30.026975159433533
SN2020nta,Ia-91bg-like,,35.75186308966756
SN2020nvb,Ia,,30.44068044350276
SN2020nxt,Ibn,,
SN2020pjj,Ia-pec,,
SN2020pni,II,,34.233231642885585
SN2020pst,Ia,,36.41289029722207
SN2020pvb,IIn,,
SN2020qic,Ia,,
SN2020rgz,Ia,,35.4411727850556
SN2020rlj,Ia,,36.09471879486475
SN2020roj,,,
SN2020rte,,,32.71861614670288
SN2020scq,,,
SN2020szr,Ia,,35.11139705317291
SN2020tcw,SLSN-I,,
SN2020tkp,Ia,,
SN2020tlf,IIn,,32.714299960806535
SN2020tlf,IIn,,32.73493985395231
SN2020tug,Ia,,
SN2020uew,SLSN-I,,
SN2020uxz,Ia,,32.678579849927544
SN2020uzq,II,,33.40117380360704
SN2020vg,II,,32.79070835838984
SN2020wtq,Ia,,
SN2020wtq,Ia,,
SN2020xua,II,,34.74661113780296
SN2020xys,Other,,
SN2020xyw,Ia,,33.26740257040614
SN2020yvu,Ia,,
SN2020yzo,II,,34.433628347237835
SN2020zbf,SLSN-I,,
SN2020zgl,Ib-pec,,32.53421568169675
SN2020zgl,Ib-pec,,32.53421568169675
SN2020znr,SLSN-I,,
SN2020znr,SLSN-I,,
SN2020zoq,II,,33.10689129540745
SN2020zpi,Ia,,35.94171235168918
SN2020zso,TDE,,
SN2021aadc,SLSN-II,,
SN2021aai,II,,32.45193860301385
SN2021acya,IIn,,
SN2021ads,Ia,,
SN2021afkk,II,,
SN2021afuq,Ic,,32.952227564316765
SN2021afur,Ia-91bg-like,,
SN2021arg,II,,
SN2021ass,II,,33.45651281691742
SN2021bhd,Ib/c,,31.97152862008472
SN2021blu,,,
SN2021blz,,,
SN2021bmx,Ia,,33.92368065455118
SN2021bug,II,,31.940900856914407
SN2021cgu,II,,35.12596020761806
SN2021cwc,Ia,,34.75978902372523
SN2021dms,,,35.56134884208635
SN2021dnm,Ia,,36.4144631441759
SN2021do,Ic,,32.95067817259243
SN2021dov,Ia,,33.61625190191549
SN2021dzv,,,29.90127970902121
SN2021ek,SLSN-I,,
SN2021fmu,SLSN-II,,
SN2021foa,IIn,,32.71516388459335
SN2021fxy,Ia,,32.96150077019403
SN2021ghc,Ia,,
SN2021gma,Ia,,37.19128296284276
SN2021gmj,II,,30.698083760320564
SN2021gno,Ib,,32.070221877314026
SN2021haz,,,
SN2021hen,Ib,,34.71726646948247
SN2021hiz,Ia,,30.698083760320564
SN2021hku,Ic-BL,,33.286076281145085
SN2021hpr,Ia,,32.95067817259243
SN2021hus,,,
SN2021ifa,,,
SN2021iyt,Ibn,,
SN2021j,,,29.9635038062925
SN2021jag,Ia,,32.75623314488699
SN2021jbl,,,
SN2021jpk,Ibn,,35.99213984128233
SN2021jtt,II,,34.94130798364378
SN2021jwr,,,
SN2021k,,,34.178452857462126
SN2021kgj,IIn,,
SN2021kgk,,,
SN2021kqp,,,
SN2021kyv,SN,,
SN2021loi,,,
SN2021lwz,SLSN-I,,
SN2021lxb,Ia,,35.1511427224937
SN2021mim,Ia,,36.002998654746705
SN2021mnj,II,,33.93208094514129
SN2021mqh,II,,34.75405464665111
SN2021mwj,II,,32.494423188942335
SN2021mxx,Ic,,33.02007968608357
SN2021oat,,,34.86049968593165
SN2021ont,II,,35.35838744531347
SN2021pb,IIb,,
SN2021pfs,Ia,,32.80318572891734
SN2021pit,Ia,,31.05055173172556
SN2021pit,Ia,,31.05055173172556
SN2021qvr,II,,33.42684236508421
SN2021qvv,Ia-91bg-like,,29.40327414951081
SN2021qvw,II,,
SN2021qyy,,,32.87176424127372
SN2021rhu,Ia,,30.821351097984863
SN2021sjt,IIb,,31.480887464347845
SN2021skf,Ia,,33.448517016543704
SN2021smj,Ia,,31.235773074405632
SN2021twv,,,
SN2021twv,,,
SN2021ucg,II,,34.27237366304961
SN2021uds,IIn,,33.65020837820899
SN2021uds,IIn,,33.65020837820899
SN2021uhk,Ib,,35.78929772665783
SN2021ukt,IIn,,33.64796105856776
SN2021uoy,II,,35.72070800130232
SN2021uqw,IIb,,35.334733948153065
SN2021uyc,Ic,,34.4965180590729
SN2021vaz,II,,33.68750929576025
SN2021wvd,II,,
SN2021xbg,Ib/c,,35.61562697922416
SN2021xju,Ia,,34.05992192067422
SN2021ybc,IIb,,35.42808786822915
SN2021yja,IIP,,31.721688416076564
SN2021yky,II,,
SN2021ysx,,,38.13405341933537
SN2021yyg,IIP,,33.4243514300138
SN2021zet,II,,35.64674841674119
SNF20080514002,Ia,0.0221,34.81893913672778
SNF20080720001,Ia,0.021,35.053325069568416
SNhunt248,IIn?,0.0045,31.37943480150613
SNhunt60,IIb,0.033893,35.748019774665124
SNinNGC2196,Ic,0.00775,32.54171322012325
SNinNGC7123,Ia,0.012335,33.55317205195943
SNinpgc2086067,,,
iPTF13dge,Ia,0.015854,34.09817658931745
iPTF13dge,Ia,0.015854,34.09817658931745
iPTF13ebh,Ia,0.013269,33.71166141178574
iPTF13ebh,Ia,0.013269,33.71166141178574
iPTF14atg,Ia,0.021405,
iPTF14atg,Ia,0.021405,
iPTF14bdn,Ia,0.01588,34.05619886376645
iPTF14bdn,Ia-99aa,0.01588,34.05619886376645
iPTF14hls,II-wierdo,,
iPTF16eh,SLSN-I,,
iPTF16eh,SLSN-I,,
